date,avg_temp_c,avg_humidity_percent,total_rain_mm,max_wind_kmh
2023-08-20,30.8,78,3.7,12.7
2023-08-21,32.5,71,0.0,6.4
2023-08-22,33.5,65,0.0,12.2
2023-08-23,32.7,67,0.0,19.2
2023-08-24,30.9,68,0.2,15.1
2023-08-25,29.3,73,9.8,32.5
2023-08-26,27.0,82,3.1,18.4
2023-08-27,29.2,75,0.3,9.9
2023-08-28,28.7,75,0.3,22.9
2023-08-29,28.9,73,1.6,18.4
2023-08-30,30.1,66,0.0,8.2
2023-08-31,31.2,64,0.0,8.0
2023-09-01,31.9,59,0.0,13.7
2023-09-02,31.4,59,0.0,16.3
2023-09-03,30.9,58,0.0,10.7
2023-09-04,31.0,60,0.0,10.1
2023-09-05,30.8,64,0.1,9.8
2023-09-06,31.4,60,0.0,13.0
2023-09-07,31.9,55,0.0,11.5
2023-09-08,31.7,55,0.0,10.9
2023-09-09,31.3,63,0.0,11.5
2023-09-10,30.2,72,0.0,16.4
2023-09-11,30.0,73,0.0,17.2
2023-09-12,31.2,69,0.0,9.5
2023-09-13,31.2,73,0.0,19.6
2023-09-14,31.3,72,1.6,22.2
2023-09-15,29.2,81,37.0,23.8
2023-09-16,29.2,80,0.4,9.0
2023-09-17,28.2,81,1.8,12.6
2023-09-18,26.5,84,30.7,25.8
2023-09-19,27.0,83,30.5,11.2
2023-09-20,28.5,80,0.0,7.7
2023-09-21,29.1,78,0.0,7.8
2023-09-22,28.7,79,0.6,11.5
2023-09-23,27.0,85,33.0,15.5
2023-09-24,27.1,83,6.4,9.0
2023-09-25,25.8,86,4.9,17.9
2023-09-26,26.7,77,0.0,7.1
2023-09-27,26.7,74,0.0,11.8
2023-09-28,27.4,66,0.0,9.2
2023-09-29,27.0,65,0.0,23.0
2023-09-30,25.7,65,0.0,11.3
2023-10-01,24.8,65,0.0,11.7
2023-10-02,24.7,59,0.0,12.2
2023-10-03,25.2,64,0.0,13.0
2023-10-04,25.3,64,0.0,10.7
2023-10-05,25.3,62,0.0,12.2
2023-10-06,25.8,63,0.0,11.0
2023-10-07,27.2,66,0.0,10.0
2023-10-08,27.8,73,0.0,8.4
2023-10-09,27.1,70,0.0,24.7
2023-10-10,24.7,66,0.0,21.3
2023-10-11,24.2,65,0.0,9.5
2023-10-12,25.0,65,0.0,10.7
2023-10-13,25.0,67,0.0,11.2
2023-10-14,24.0,73,13.2,37.2
2023-10-15,23.0,69,10.6,34.7
2023-10-16,20.2,83,4.9,18.6
2023-10-17,18.8,82,8.2,33.4
2023-10-18,19.2,75,0.0,11.0
2023-10-19,20.6,70,0.0,9.3
2023-10-20,21.1,71,0.0,9.5
2023-10-21,21.5,70,0.0,9.8
2023-10-22,21.1,78,0.0,16.7
2023-10-23,21.6,75,0.0,11.2
2023-10-24,21.9,69,0.0,7.8
2023-10-25,22.1,69,0.0,9.2
2023-10-26,21.9,73,0.0,8.9
2023-10-27,22.2,73,0.0,8.2
2023-10-28,22.8,74,0.0,8.2
2023-10-29,23.4,73,0.0,7.9
2023-10-30,22.7,74,0.0,8.8
2023-10-31,22.8,74,0.0,8.4
2023-11-01,22.5,78,0.1,17.3
2023-11-02,21.5,81,0.7,17.7
2023-11-03,21.9,71,0.0,17.7
2023-11-04,21.5,68,0.0,9.0
2023-11-05,21.5,71,0.0,8.0
2023-11-06,21.1,74,0.0,11.5
2023-11-07,21.1,76,0.0,16.3
2023-11-08,20.1,80,1.6,11.6
2023-11-09,19.9,79,2.3,17.6
2023-11-10,17.5,87,9.6,18.1
2023-11-11,17.2,83,0.0,10.2
2023-11-12,17.6,79,0.0,10.3
2023-11-13,17.7,80,0.0,9.0
2023-11-14,17.9,81,0.0,10.2
2023-11-15,18.0,79,0.0,10.4
2023-11-16,18.3,77,0.0,7.9
2023-11-17,18.1,79,0.0,9.9
2023-11-18,17.6,78,0.0,9.8
2023-11-19,17.5,75,0.0,10.5
2023-11-20,17.8,69,0.0,11.2
2023-11-21,17.1,70,0.0,14.1
2023-11-22,16.7,77,0.0,9.0
2023-11-23,16.5,74,0.0,9.7
2023-11-24,16.5,81,0.0,10.9
2023-11-25,15.7,80,0.0,9.6
2023-11-26,16.7,84,0.0,9.6
2023-11-27,16.8,84,1.6,11.4
2023-11-28,16.9,82,0.0,9.2
2023-11-29,17.8,83,0.0,8.2
2023-11-30,16.2,87,11.9,17.9
2023-12-01,15.6,82,0.0,10.8
2023-12-02,15.5,81,0.0,9.5
2023-12-03,15.8,81,0.0,10.0
2023-12-04,15.4,84,0.0,9.6
2023-12-05,14.6,88,0.0,10.2
2023-12-06,14.8,80,0.0,12.0
2023-12-07,14.8,79,0.0,10.8
2023-12-08,14.5,79,0.0,10.4
2023-12-09,14.1,80,0.0,9.8
2023-12-10,13.8,75,0.0,11.0
2023-12-11,13.5,77,0.0,7.5
2023-12-12,13.4,80,0.0,8.9
2023-12-13,12.9,81,0.0,10.3
2023-12-14,13.4,78,0.0,10.0
2023-12-15,14.1,75,0.0,8.8
2023-12-16,13.0,81,0.1,9.2
2023-12-17,11.9,86,0.0,9.5
2023-12-18,12.6,76,0.0,11.4
2023-12-19,11.7,77,0.0,10.1
2023-12-20,12.2,81,0.0,10.0
2023-12-21,11.8,85,0.0,7.2
2023-12-22,11.8,91,0.0,9.7
2023-12-23,14.2,87,0.0,14.9
2023-12-24,13.5,88,0.0,11.0
2023-12-25,13.0,86,0.0,9.7
2023-12-26,13.2,86,0.0,8.4
2023-12-27,12.8,90,0.0,10.0
2023-12-28,12.1,93,0.0,10.4
2023-12-29,11.8,94,0.0,8.9
2023-12-30,10.7,92,0.0,7.2
2023-12-31,9.2,93,0.0,8.4
2024-01-01,9.5,93,0.0,6.0
2024-01-02,8.2,93,0.0,7.9
2024-01-03,7.4,92,0.0,7.9
2024-01-04,8.4,91,0.0,8.2
2024-01-05,7.7,91,0.0,6.9
2024-01-06,7.6,93,0.0,8.3
2024-01-07,7.3,94,0.0,6.6
2024-01-08,6.9,93,0.0,7.7
2024-01-09,7.4,91,0.2,6.8
2024-01-10,7.2,93,0.0,10.9
2024-01-11,7.6,92,0.0,9.0
2024-01-12,7.4,94,0.0,10.7
2024-01-13,8.5,93,0.0,7.7
2024-01-14,7.7,92,0.0,8.2
2024-01-15,6.9,93,0.0,9.8
2024-01-16,6.6,92,0.0,8.0
2024-01-17,8.4,92,0.0,6.1
2024-01-18,8.5,94,0.0,6.5
2024-01-19,8.3,93,0.0,9.2
2024-01-20,8.3,91,0.0,9.5
2024-01-21,7.4,93,0.0,10.0
2024-01-22,7.3,92,0.0,9.7
2024-01-23,7.8,90,0.0,7.7
2024-01-24,7.6,93,0.0,7.6
2024-01-25,8.2,93,0.0,8.0
2024-01-26,11.1,85,0.0,10.4
2024-01-27,11.7,82,0.0,11.6
2024-01-28,12.4,84,0.0,10.3
2024-01-29,12.5,86,0.0,10.2
2024-01-30,13.3,83,2.1,14.7
2024-01-31,13.7,88,22.6,17.9
2024-02-01,12.9,87,10.6,24.0
2024-02-02,11.2,82,0.0,11.8
2024-02-03,12.4,69,1.4,13.9
2024-02-04,12.0,84,5.1,14.1
2024-02-05,10.4,84,0.0,9.7
2024-02-06,10.9,72,0.0,11.5
2024-02-07,11.0,68,0.0,17.3
2024-02-08,12.6,58,0.0,17.7
2024-02-09,12.8,68,0.0,11.6
2024-02-10,13.2,75,0.0,8.9
2024-02-11,14.7,66,0.0,7.5
2024-02-12,14.5,72,0.0,7.5
2024-02-13,14.9,72,0.0,9.2
2024-02-14,14.3,70,0.0,11.4
2024-02-15,14.9,63,0.0,10.9
2024-02-16,14.9,66,0.0,11.1
2024-02-17,16.2,66,0.0,9.6
2024-02-18,15.9,77,0.0,21.9
2024-02-19,17.5,73,9.0,29.9
2024-02-20,15.8,83,1.2,19.1
2024-02-21,13.9,76,0.0,22.9
2024-02-22,13.4,62,0.1,11.5
2024-02-23,13.3,56,0.0,10.5
2024-02-24,13.5,56,0.0,11.9
2024-02-25,13.2,59,0.0,10.8
2024-02-26,14.0,57,0.0,11.9
2024-02-27,15.6,60,0.0,15.3
2024-02-28,15.1,64,0.0,12.8
2024-02-29,16.9,64,0.0,12.0
2024-03-01,16.8,76,7.1,19.1
2024-03-02,17.2,79,13.8,35.0
2024-03-03,12.2,47,0.0,19.1
2024-03-04,11.6,57,0.0,12.8
2024-03-05,12.7,55,0.0,10.5
2024-03-06,13.3,59,0.0,10.0
2024-03-07,15.9,59,1.6,17.9
2024-03-08,15.8,60,0.0,14.3
2024-03-09,16.7,53,0.0,15.8
2024-03-10,17.9,54,0.0,11.2
2024-03-11,17.1,66,2.1,15.5
2024-03-12,18.3,63,0.0,13.2
2024-03-13,16.5,71,0.6,17.4
2024-03-14,18.2,63,0.0,22.1
2024-03-15,18.3,49,0.0,16.5
2024-03-16,19.1,50,0.0,12.6
2024-03-17,20.1,48,0.0,14.6
2024-03-18,20.6,45,0.0,15.2
2024-03-19,21.4,47,0.0,10.6
2024-03-20,22.6,47,0.0,11.7
2024-03-21,23.5,50,0.0,17.9
2024-03-22,23.0,62,0.7,20.4
2024-03-23,23.7,51,0.0,14.2
2024-03-24,22.9,61,1.3,28.6
2024-03-25,24.0,52,0.0,16.5
2024-03-26,23.6,58,0.0,9.6
2024-03-27,23.7,67,1.2,22.8
2024-03-28,24.0,59,0.1,25.8
2024-03-29,24.4,59,0.1,17.9
2024-03-30,23.2,62,4.4,25.7
2024-03-31,21.4,60,0.0,22.3
2024-04-01,20.4,58,0.0,13.4
2024-04-02,21.6,57,0.0,9.8
2024-04-03,23.3,48,0.1,21.1
2024-04-04,23.6,44,0.0,15.7
2024-04-05,24.0,41,0.0,17.3
2024-04-06,23.2,40,0.0,16.8
2024-04-07,23.7,39,0.0,16.5
2024-04-08,24.4,39,0.0,15.5
2024-04-09,24.8,36,0.0,11.5
2024-04-10,25.2,38,0.1,21.3
2024-04-11,26.0,39,0.0,20.6
2024-04-12,26.2,41,0.0,13.4
2024-04-13,24.4,49,1.0,22.6
2024-04-14,23.1,66,4.0,15.0
2024-04-15,22.9,74,10.1,19.5
2024-04-16,23.1,68,0.0,14.4
2024-04-17,24.3,54,0.0,16.9
2024-04-18,25.3,52,0.0,24.6
2024-04-19,23.9,60,3.2,29.1
2024-04-20,23.5,61,0.1,14.0
2024-04-21,24.4,55,0.0,20.3
2024-04-22,25.1,50,0.0,15.5
2024-04-23,24.8,50,0.0,14.8
2024-04-24,25.3,48,0.0,19.8
2024-04-25,27.1,41,0.0,15.0
2024-04-26,27.1,44,1.4,26.0
2024-04-27,25.6,46,0.0,19.7
2024-04-28,25.8,47,0.0,15.6
2024-04-29,23.3,54,5.1,23.2
2024-04-30,22.5,53,0.2,35.0
2024-05-01,22.2,45,0.0,18.9
2024-05-02,25.3,36,0.0,14.8
2024-05-03,27.3,37,0.0,11.8
2024-05-04,28.8,37,0.0,19.2
2024-05-05,29.8,36,0.0,19.4
2024-05-06,30.4,33,0.0,14.3
2024-05-07,31.6,28,0.0,16.6
2024-05-08,31.5,25,0.0,13.4
2024-05-09,31.9,32,0.0,22.3
2024-05-10,31.2,39,0.0,24.2
2024-05-11,29.8,48,0.0,14.7
2024-05-12,28.5,50,1.1,21.7
2024-05-13,29.5,37,0.0,14.0
2024-05-14,30.5,30,0.0,15.6
2024-05-15,31.1,35,0.0,14.1
2024-05-16,33.0,29,0.0,17.4
2024-05-17,32.6,31,0.0,21.4
2024-05-18,33.6,28,0.0,20.5
2024-05-19,33.4,30,0.0,21.3
2024-05-20,33.2,30,0.0,13.8
2024-05-21,33.9,26,0.0,14.7
2024-05-22,34.1,30,0.0,11.2
2024-05-23,34.2,33,0.0,21.9
2024-05-24,34.1,36,0.1,22.1
2024-05-25,34.5,29,0.0,20.7
2024-05-26,35.0,28,0.0,14.8
2024-05-27,34.8,26,0.0,14.0
2024-05-28,35.1,22,0.0,13.4
2024-05-29,35.8,19,0.0,23.7
2024-05-30,35.1,19,0.0,21.1
2024-05-31,35.6,18,0.0,15.4
2024-06-01,35.8,17,0.0,16.6
2024-06-02,35.6,22,0.0,16.5
2024-06-03,36.3,21,0.0,22.6
2024-06-04,34.7,26,1.7,21.4
2024-06-05,32.3,33,0.4,27.3
2024-06-06,31.2,42,0.2,28.7
2024-06-07,31.4,40,0.1,23.1
2024-06-08,31.6,37,0.0,14.4
2024-06-09,32.8,31,0.0,17.7
2024-06-10,33.7,26,0.0,16.0
2024-06-11,34.2,25,0.0,15.3
2024-06-12,35.4,23,0.0,14.6
2024-06-13,34.9,29,0.3,36.7
2024-06-14,35.6,29,0.0,18.2
2024-06-15,35.5,30,0.0,19.7
2024-06-16,36.7,32,0.0,16.8
2024-06-17,37.4,31,0.0,18.0
2024-06-18,36.7,33,0.0,23.8
2024-06-19,36.0,36,0.3,14.5
2024-06-20,32.3,50,2.3,29.9
2024-06-21,31.2,57,0.7,18.7
2024-06-22,32.1,50,0.0,9.5
2024-06-23,33.7,41,0.0,9.8
2024-06-24,34.8,34,0.0,9.2
2024-06-25,34.5,43,0.0,14.5
2024-06-26,35.8,43,0.0,18.9
2024-06-27,32.9,61,1.6,23.9
2024-06-28,33.7,55,0.0,16.8
2024-06-29,34.2,54,0.0,11.9
2024-06-30,33.3,60,7.3,13.0
2024-07-01,33.5,63,0.9,17.4
2024-07-02,33.5,67,1.2,21.2
2024-07-03,32.0,74,3.2,27.4
2024-07-04,30.0,76,7.3,24.5
2024-07-05,30.8,73,1.0,15.5
2024-07-06,28.7,80,14.9,18.4
2024-07-07,28.6,79,16.9,16.2
2024-07-08,30.5,73,0.1,12.2
2024-07-09,31.0,71,0.2,13.2
2024-07-10,31.5,72,1.7,16.6
2024-07-11,32.5,70,0.7,12.3
2024-07-12,29.8,74,7.6,19.7
2024-07-13,29.3,73,0.1,9.2
2024-07-14,30.0,74,0.2,11.5
2024-07-15,31.5,68,0.0,8.8
2024-07-16,32.1,69,0.0,10.6
2024-07-17,32.6,70,0.7,12.6
2024-07-18,31.2,74,2.2,22.6
2024-07-19,32.6,68,0.0,9.5
2024-07-20,33.1,67,0.1,14.8
2024-07-21,32.8,68,0.0,16.6
2024-07-22,32.6,70,0.7,16.9
2024-07-23,31.6,70,0.0,20.4
2024-07-24,32.1,70,0.1,13.4
2024-07-25,31.5,72,10.5,12.6
2024-07-26,31.6,73,0.2,15.4
2024-07-27,32.3,74,1.1,16.0
2024-07-28,31.9,75,3.1,13.8
2024-07-29,29.9,83,17.5,18.4
2024-07-30,31.6,78,6.3,13.5
2024-07-31,32.3,77,26.4,14.0
2024-08-01,26.8,94,93.9,21.6
2024-08-02,29.9,81,1.2,10.5
2024-08-03,29.6,81,8.5,18.2
2024-08-04,28.9,85,30.1,13.7
2024-08-05,29.9,81,9.8,9.2
2024-08-06,30.7,75,0.4,7.9
2024-08-07,29.5,81,1.5,14.7
2024-08-08,28.8,83,1.3,14.0
2024-08-09,29.1,82,1.7,15.4
2024-08-10,28.7,85,7.0,13.8
2024-08-11,27.4,88,10.5,16.9
2024-08-12,28.1,83,0.3,9.7
2024-08-13,29.6,81,0.4,10.2
2024-08-14,30.6,77,0.6,8.7
2024-08-15,28.6,88,26.4,15.9
2024-08-16,29.1,84,16.9,15.2
2024-08-17,27.7,88,17.6,16.5
2024-08-18,28.9,85,0.0,13.7
2024-08-19,28.6,86,17.4,10.4
2024-08-20,28.8,82,2.7,11.5
2024-08-21,28.7,82,9.9,8.5
2024-08-22,29.6,80,0.1,6.5
2024-08-23,29.5,79,0.3,15.2
2024-08-24,29.4,79,2.0,23.7
2024-08-25,29.4,80,0.0,9.7
2024-08-26,29.6,80,1.7,9.7
2024-08-27,28.2,83,0.8,18.6
2024-08-28,26.7,89,27.7,13.0
2024-08-29,25.9,90,31.4,24.6
2024-08-30,27.3,83,1.3,14.8
2024-08-31,28.5,82,0.0,11.0
2024-09-01,29.7,78,0.1,6.3
2024-09-02,28.4,85,8.9,12.9
2024-09-03,26.7,90,12.9,11.0
2024-09-04,27.5,86,1.2,6.3
2024-09-05,27.2,84,2.1,13.1
2024-09-06,27.8,84,2.8,23.4
2024-09-07,27.4,82,9.1,16.1
2024-09-08,28.2,81,0.0,9.2
2024-09-09,29.3,77,0.0,6.3
2024-09-10,28.3,82,5.7,14.8
2024-09-11,28.7,81,0.2,16.5
2024-09-12,29.9,73,0.0,12.9
2024-09-13,28.9,77,0.0,13.3
2024-09-14,28.3,76,0.0,17.1
2024-09-15,28.8,70,0.0,8.4
2024-09-16,28.6,67,0.0,8.0
2024-09-17,29.1,68,0.0,10.3
2024-09-18,28.6,71,0.0,12.7
2024-09-19,27.1,75,0.4,21.9
2024-09-20,28.1,72,0.0,7.6
2024-09-21,29.0,68,0.0,8.4
2024-09-22,30.2,68,0.0,9.7
2024-09-23,31.0,66,0.0,8.8
2024-09-24,31.0,65,0.0,8.8
2024-09-25,30.3,69,0.0,8.4
2024-09-26,29.0,75,0.2,21.3
2024-09-27,28.6,76,0.0,12.8
2024-09-28,27.2,78,13.0,24.8
2024-09-29,27.8,73,0.0,7.8
2024-09-30,28.2,77,0.0,13.4
2024-10-01,29.1,75,0.0,9.3
2024-10-02,29.5,69,0.0,10.6
2024-10-03,28.5,68,0.0,7.8
2024-10-04,28.2,64,0.0,10.3
2024-10-05,26.9,67,0.3,29.3
2024-10-06,24.9,76,0.9,22.5
2024-10-07,25.6,74,0.0,8.8
2024-10-08,24.0,82,11.5,27.4
2024-10-09,24.8,67,0.0,11.1
2024-10-10,24.6,65,0.0,11.6
2024-10-11,25.0,65,0.0,13.2
2024-10-12,25.4,64,0.0,8.5
2024-10-13,24.8,66,0.0,10.3
2024-10-14,24.6,62,0.0,11.2
2024-10-15,24.4,63,0.0,10.7
2024-10-16,24.7,63,0.0,10.2
2024-10-17,24.7,63,0.0,9.7
2024-10-18,25.4,65,0.0,8.9
2024-10-19,25.8,63,0.0,8.1
2024-10-20,25.1,67,0.0,8.9
2024-10-21,24.6,69,0.0,7.7
2024-10-22,25.0,66,0.0,9.2
2024-10-23,25.0,68,0.0,14.9
2024-10-24,24.8,66,0.0,12.3
2024-10-25,24.6,66,0.0,12.8
2024-10-26,24.0,66,0.0,10.1
2024-10-27,24.3,69,0.0,8.5
2024-10-28,24.8,71,0.0,10.4
2024-10-29,25.6,68,0.0,12.5
2024-10-30,25.2,66,0.0,12.6
2024-10-31,24.3,62,0.0,13.5
2024-11-01,22.8,62,0.0,10.4
2024-11-02,22.2,66,0.0,8.8
2024-11-03,23.1,63,0.0,8.4
2024-11-04,22.5,73,0.0,9.3
2024-11-05,22.7,71,0.0,10.0
2024-11-06,23.0,72,0.0,6.8
2024-11-07,23.2,75,0.0,9.0
2024-11-08,22.5,80,0.0,8.8
2024-11-09,22.3,80,0.0,8.0
2024-11-10,22.4,79,0.0,8.7
2024-11-11,21.6,81,0.0,11.1
2024-11-12,21.6,81,0.0,9.9
2024-11-13,21.5,80,0.0,4.9
2024-11-14,20.9,80,0.0,7.2
2024-11-15,20.0,82,0.0,5.1
2024-11-16,18.8,82,0.6,19.9
2024-11-17,18.3,83,0.0,6.0
2024-11-18,18.3,70,0.0,5.8
2024-11-19,17.9,71,0.0,5.9
2024-11-20,17.8,75,0.0,6.0
2024-11-21,17.5,77,0.0,4.0
2024-11-22,17.9,74,0.0,7.2
2024-11-23,17.9,74,1.6,17.1
2024-11-24,18.3,71,0.0,10.0
2024-11-25,18.0,69,0.0,7.5
2024-11-26,17.8,69,0.0,6.0
2024-11-27,17.0,73,0.0,4.2
2024-11-28,17.2,75,0.0,4.9
2024-11-29,17.3,76,0.0,5.7
2024-11-30,17.6,71,1.4,7.6
2024-12-01,17.2,75,0.0,5.6
2024-12-02,18.1,71,0.0,6.8
2024-12-03,18.5,67,0.1,7.9
2024-12-04,17.0,55,0.0,9.0
2024-12-05,16.0,54,0.0,8.1
2024-12-06,15.2,60,0.0,8.2
2024-12-07,14.2,67,0.0,6.4
2024-12-08,12.6,68,2.3,12.4
2024-12-09,12.8,64,0.0,6.6
2024-12-10,12.5,54,0.0,8.2
2024-12-11,12.4,61,0.0,8.1
2024-12-12,12.2,66,0.0,8.5
2024-12-13,12.8,54,0.0,11.6
2024-12-14,12.2,58,0.0,7.5
2024-12-15,12.2,67,0.0,6.7
2024-12-16,11.5,73,0.0,3.9
2024-12-17,11.3,75,0.0,4.8
2024-12-18,12.1,72,0.0,5.2
2024-12-19,11.5,73,0.0,5.9
2024-12-20,12.1,73,0.0,6.2
2024-12-21,11.9,68,0.0,6.4
2024-12-22,12.3,71,0.0,7.5
2024-12-23,11.2,85,2.7,10.4
2024-12-24,12.2,75,0.0,7.4
2024-12-25,13.0,73,0.0,6.5
2024-12-26,13.3,72,0.0,6.4
2024-12-27,12.1,83,0.7,10.9
2024-12-28,12.1,87,0.0,5.9
2024-12-29,11.9,86,0.0,8.0
2024-12-30,11.3,80,0.0,6.3
2024-12-31,10.4,89,0.0,5.8
